om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,has_time
656403,2020,8,5,2020-08-05,,3,CO,8,0,1.0,0,0,0,0,39.89,-102.3385,39.89,-102.3385,0,0,0,0,0,125,0,0,0,False
656405,2020,8,5,2020-08-05,,3,NE,31,0,1.0,0,0,0,0,41.63,-102.69,41.63,-102.69,0,0,0,0,0,123,0,0,0,False
656408,2020,8,5,2020-08-05,,3,NE,31,0,1.25,0,0,0,0,40.0213,-101.9376,40.0213,-101.9376,0,0,0,0,0,57,0,0,0,False
656415,2020,8,5,2020-08-05,,3,NE,31,0,1.25,0,0,0,0,40.75,-100.88,40.75,-100.88,0,0,0,0,0,111,0,0,0,False
656416,2020,8,6,2020-08-06,,3,NE,31,0,1.25,0,0,0,0,41.12,-99.4,41.12,-99.4,0,0,0,0,0,41,0,0,0,False
656417,2020,8,6,2020-08-06,,3,NE,31,0,1.0,0,0,0,0,40.609,-98.38,40.609,-98.38,0,0,0,0,0,1,0,0,0,False
656419,2020,8,6,2020-08-06,,3,NE,31,0,1.75,0,0,25000,250000,40.6,-98.22,40.6,-98.22,0,0,0,0,0,35,0,0,0,False
656420,2020,8,6,2020-08-06,,3,NE,31,0,1.0,0,0,0,0,40.61,-97.18,40.61,-97.18,0,0,0,0,0,151,0,0,0,False
656421,2020,8,6,2020-08-06,,3,IA,19,0,1.5,0,0,0,0,41.88,-94.68,41.88,-94.68,0,0,0,0,0,27,0,0,0,False
656485,2020,8,8,2020-08-08,,3,KS,20,0,1.75,0,0,2000,0,39.3295,-101.7636,39.3295,-101.7636,0,0,0,0,0,181,0,0,0,False
656486,2020,8,8,2020-08-08,,3,KS,20,0,1.75,0,0,0,0,39.3153,-101.824,39.3153,-101.824,0,0,0,0,0,181,0,0,0,False
656490,2020,8,8,2020-08-08,,3,KS,20,0,1.0,0,0,0,0,39.35,-101.7,39.35,-101.7,0,0,0,0,0,181,0,0,0,False
656499,2020,8,8,2020-08-08,,3,KS,20,0,1.75,0,0,0,0,39.8152,-101.6028,39.8152,-101.6028,0,0,0,0,0,23,0,0,0,False
656505,2020,8,8,2020-08-08,,3,KS,20,0,1.0,0,0,0,0,38.48,-101.79,38.48,-101.79,0,0,0,0,0,71,0,0,0,False
656506,2020,8,8,2020-08-08,,3,KS,20,0,1.75,0,0,0,0,38.47,-101.75,38.47,-101.75,0,0,0,0,0,71,0,0,0,False
656512,2020,8,8,2020-08-08,,3,NE,31,0,1.0,0,0,0,0,40.39,-100.91,40.39,-100.91,0,0,0,0,0,85,0,0,0,False
656545,2020,8,9,2020-08-09,,3,KS,20,0,1.0,0,0,0,0,38.7425,-101.7335,38.7425,-101.7335,0,0,0,0,0,199,0,0,0,False
656546,2020,8,9,2020-08-09,,3,OK,40,0,1.0,0,0,0,0,36.81,-102.24,36.81,-102.24,0,0,0,0,0,25,0,0,0,False
656547,2020,8,9,2020-08-09,,3,KS,20,0,1.0,0,0,0,0,37.81,-95.55,37.81,-95.55,0,0,0,0,0,207,0,0,0,False
656561,2020,8,10,2020-08-10,,3,KS,20,0,1.0,0,0,0,0,38.44,-99.69,38.44,-99.69,0,0,0,0,0,135,0,0,0,False
656615,2020,8,10,2020-08-10,,3,KS,20,0,1.0,0,0,0,0,37.32,-95.26,37.32,-95.26,0,0,0,0,0,99,0,0,0,False
656616,2020,8,10,2020-08-10,,3,KS,20,0,1.25,0,0,0,0,37.79,-100.02,37.79,-100.02,0,0,0,0,0,57,0,0,0,False
656617,2020,8,10,2020-08-10,,3,KS,20,0,1.25,0,0,0,0,37.78,-100.03,37.78,-100.03,0,0,0,0,0,57,0,0,0,False
656618,2020,8,10,2020-08-10,,3,KS,20,0,1.0,0,0,0,0,37.79,-100.02,37.79,-100.02,0,0,0,0,0,57,0,0,0,False
656620,2020,8,10,2020-08-10,,3,KS,20,0,2.0,0,0,0,0,38.53,-99.31,38.53,-99.31,0,0,0,0,0,165,0,0,0,False
656621,2020,8,10,2020-08-10,,3,MO,29,0,1.0,0,0,0,0,37.82,-94.27,37.82,-94.27,0,0,0,0,0,217,0,0,0,False
656622,2020,8,10,2020-08-10,,3,KS,20,0,1.75,0,0,0,0,38.56,-99.36,38.56,-99.36,0,0,0,0,0,165,0,0,0,False
656623,2020,8,10,2020-08-10,,3,MO,29,0,2.5,0,0,25000,0,37.87,-94.23,37.87,-94.23,0,0,0,0,0,217,0,0,0,False
656624,2020,8,10,2020-08-10,,3,TX,48,0,1.5,0,0,0,0,36.28,-102.16,36.28,-102.16,0,0,0,0,0,421,0,0,0,False
656625,2020,8,10,2020-08-10,,3,TX,48,0,1.0,0,0,0,0,36.33,-102.09,36.33,-102.09,0,0,0,0,0,421,0,0,0,False
656626,2020,8,10,2020-08-10,,3,KS,20,0,1.75,0,0,0,0,38.64,-99.42,38.64,-99.42,0,0,0,0,0,165,0,0,0,False
656628,2020,8,10,2020-08-10,,3,OK,40,0,1.75,0,0,0,0,36.79,-100.05,36.79,-100.05,0,0,0,0,0,7,0,0,0,False
656635,2020,8,10,2020-08-10,,3,MO,29,0,1.5,0,0,0,0,37.9,-94.02,37.9,-94.02,0,0,0,0,0,185,0,0,0,False
656636,2020,8,10,2020-08-10,,3,TX,48,0,1.0,0,0,0,0,36.19,-101.2,36.19,-101.2,0,0,0,0,0,195,0,0,0,False
656637,2020,8,10,2020-08-10,,3,MO,29,0,2.5,0,0,10000,0,37.86,-94.13,37.86,-94.13,0,0,0,0,0,217,0,0,0,False
656640,2020,8,10,2020-08-10,,3,TX,48,0,1.0,0,0,0,0,34.94,-102.15,34.94,-102.15,0,0,0,0,0,381,0,0,0,False
656657,2020,8,11,2020-08-11,,3,NE,31,0,1.25,0,0,0,0,40.47,-101.71,40.47,-101.71,0,0,0,0,0,29,0,0,0,False
656658,2020,8,11,2020-08-11,,3,CO,8,0,1.0,0,0,0,0,39.4747,-102.2998,39.4747,-102.2998,0,0,0,0,0,63,0,0,0,False
656659,2020,8,11,2020-08-11,,3,CO,8,0,1.0,0,0,0,0,39.4889,-102.2596,39.4889,-102.2596,0,0,0,0,0,63,0,0,0,False
656673,2020,8,11,2020-08-11,,3,KS,20,0,2.0,0,0,0,0,38.8999,-101.75,38.8999,-101.75,0,0,0,0,0,199,0,0,0,False
656676,2020,8,11,2020-08-11,,3,KS,20,0,1.0,0,0,0,0,39.3648,-101.0549,39.3648,-101.0549,0,0,0,0,0,193,0,0,0,False
656677,2020,8,11,2020-08-11,,3,KS,20,0,2.5,0,0,0,0,39.1301,-100.8501,39.1301,-100.8501,0,0,0,0,0,109,0,0,0,False
656681,2020,8,12,2020-08-12,,3,NE,31,0,1.0,0,0,0,0,41.05,-102.92,41.05,-102.92,0,0,0,0,0,33,0,0,0,False
656682,2020,8,12,2020-08-12,,3,KS,20,0,2.0,0,0,0,0,37.11,-97.14,37.11,-97.14,0,0,0,0,0,35,0,0,0,False
656683,2020,8,12,2020-08-12,,3,KS,20,0,1.25,0,0,0,0,37.06,-97.05,37.06,-97.05,0,0,0,0,0,35,0,0,0,False
656684,2020,8,12,2020-08-12,,3,KS,20,0,1.0,0,0,0,0,37.68,-97.17,37.68,-97.17,0,0,0,0,0,173,0,0,0,False
656685,2020,8,13,2020-08-13,,3,OK,40,0,1.75,0,0,0,0,36.7621,-96.871,36.7621,-96.871,0,0,0,0,0,71,0,0,0,False
656686,2020,8,13,2020-08-13,,3,OK,40,0,1.75,0,0,0,0,36.76,-96.86,36.76,-96.86,0,0,0,0,0,71,0,0,0,False
656687,2020,8,13,2020-08-13,,3,OK,40,0,1.75,0,0,25000,0,36.7,-96.72,36.7,-96.72,0,0,0,0,0,113,0,0,0,False
656688,2020,8,13,2020-08-13,,3,OK,40,0,1.75,0,0,25000,0,36.42,-96.4,36.42,-96.4,0,0,0,0,0,113,0,0,0,False
656689,2020,8,13,2020-08-13,,3,OK,40,0,1.0,0,0,0,0,36.37,-96.0719,36.37,-96.0719,0,0,0,0,0,113,0,0,0,False
656692,2020,8,13,2020-08-13,,3,KS,20,0,1.0,0,0,0,0,39.0614,-101.7886,39.0614,-101.7886,0,0,0,0,0,199,0,0,0,False
656693,2020,8,13,2020-08-13,,3,NE,31,0,1.0,0,0,0,0,41.56,-100.94,41.56,-100.94,0,0,0,0,0,117,0,0,0,False
656695,2020,8,13,2020-08-13,,3,KS,20,0,1.5,0,0,0,0,38.9941,-101.7024,38.9941,-101.7024,0,0,0,0,0,199,0,0,0,False
656704,2020,8,13,2020-08-13,,3,KS,20,0,1.5,0,0,0,0,38.72,-101.91,38.72,-101.91,0,0,0,0,0,199,0,0,0,False
656745,2020,8,14,2020-08-14,,3,NE,31,0,1.0,0,0,0,0,41.2107,-97.5908,41.18,-97.55,0,0,0,0,0,143,0,0,0,False
656749,2020,8,14,2020-08-14,,3,KS,20,0,1.25,0,0,0,0,38.26,-102.0,38.26,-102.0,0,0,0,0,0,75,0,0,0,False
656750,2020,8,14,2020-08-14,,3,KS,20,0,1.0,0,0,0,0,38.22,-102.01,38.22,-102.01,0,0,0,0,0,75,0,0,0,False
656753,2020,8,14,2020-08-14,,3,KS,20,0,1.5,0,0,0,0,37.56,-101.81,37.56,-101.81,0,0,0,0,0,187,0,0,0,False
656754,2020,8,14,2020-08-14,,3,NE,31,0,2.75,0,0,1000000,3000000,40.6,-97.85,40.6,-97.85,0,0,0,0,0,35,0,0,0,False
656755,2020,8,14,2020-08-14,,3,NE,31,0,1.25,0,0,0,0,40.58,-98.0,40.58,-98.0,0,0,0,0,0,35,0,0,0,False
656756,2020,8,14,2020-08-14,,3,TX,48,0,1.0,0,0,0,0,35.54,-101.16,35.54,-101.16,0,0,0,0,0,65,0,0,0,False
656757,2020,8,14,2020-08-14,,3,TX,48,0,1.5,0,0,0,0,35.56,-101.17,35.56,-101.17,0,0,0,0,0,65,0,0,0,False
656758,2020,8,14,2020-08-14,,3,NE,31,0,2.5,0,0,100000,2000000,40.53,-98.0119,40.53,-98.0119,0,0,0,0,0,35,0,0,0,False
656759,2020,8,14,2020-08-14,,3,NE,31,0,2.5,0,0,100000,2000000,40.5134,-98.1028,40.5134,-98.1028,0,0,0,0,0,35,0,0,0,False
656760,2020,8,14,2020-08-14,,3,CO,8,0,2.0,0,0,0,0,38.03,-102.27,38.03,-102.27,0,0,0,0,0,99,0,0,0,False
656761,2020,8,14,2020-08-14,,3,NE,31,0,3.0,0,0,0,0,40.5893,-98.0596,40.5893,-98.0596,0,0,0,0,0,35,0,0,0,False
656762,2020,8,14,2020-08-14,,3,NE,31,0,2.75,0,0,25000,1000000,40.53,-97.9358,40.4968,-97.9445,0,0,0,0,0,35,0,0,0,False
656767,2020,8,14,2020-08-14,,3,KS,20,0,3.0,0,0,0,0,37.52,-101.89,37.52,-101.89,0,0,0,0,0,187,0,0,0,False
656768,2020,8,14,2020-08-14,,3,KS,20,0,4.0,0,0,0,0,37.52,-101.88,37.52,-101.88,0,0,0,0,0,187,0,0,0,False
656769,2020,8,14,2020-08-14,,3,KS,20,0,1.0,0,0,0,0,37.48,-101.87,37.48,-101.87,0,0,0,0,0,187,0,0,0,False
656770,2020,8,14,2020-08-14,,3,NE,31,0,2.0,0,0,100000,3000000,40.29,-98.16,40.29,-98.16,0,0,0,0,0,129,0,0,0,False
656773,2020,8,14,2020-08-14,,3,NE,31,0,1.75,0,0,25000,1000000,40.2802,-98.0265,40.2802,-98.0265,0,0,0,0,0,129,0,0,0,False
656774,2020,8,14,2020-08-14,,3,NE,31,0,2.5,0,0,300000,3000000,40.2145,-98.07,40.2,-98.07,0,0,0,0,0,129,0,0,0,False
656775,2020,8,14,2020-08-14,,3,KS,20,0,1.0,0,0,0,0,37.27,-101.78,37.27,-101.78,0,0,0,0,0,129,0,0,0,False
656776,2020,8,14,2020-08-14,,3,KS,20,0,1.5,0,0,0,0,37.15,-102.01,37.15,-102.01,0,0,0,0,0,129,0,0,0,False
656777,2020,8,14,2020-08-14,,3,NE,31,0,1.0,0,0,0,0,40.03,-98.07,40.03,-98.07,0,0,0,0,0,129,0,0,0,False
656778,2020,8,14,2020-08-14,,3,KS,20,0,1.0,0,0,0,0,39.9466,-97.9777,39.9466,-97.9777,0,0,0,0,0,89,0,0,0,False
656779,2020,8,14,2020-08-14,,3,KS,20,0,4.0,0,0,1000000,25000000,39.79,-98.21,39.66,-98.1094,0,0,0,0,0,89,0,0,0,False
656782,2020,8,14,2020-08-14,,3,KS,20,0,1.0,0,0,0,0,39.3107,-98.7803,39.3107,-98.7803,0,0,0,0,0,141,0,0,0,False
656783,2020,8,14,2020-08-14,,3,KS,20,0,1.5,0,0,0,0,39.52,-98.43,39.52,-98.43,0,0,0,0,0,123,0,0,0,False
656784,2020,8,14,2020-08-14,,3,OK,40,0,1.5,0,0,0,0,36.59,-101.62,36.59,-101.62,0,0,0,0,0,139,0,0,0,False
656785,2020,8,14,2020-08-14,,3,KS,20,0,1.75,0,0,25000,125000,39.2997,-98.7,39.2997,-98.7,0,0,0,0,0,141,0,0,0,False
656786,2020,8,14,2020-08-14,,3,KS,20,0,1.0,0,0,0,0,38.86,-98.71,38.86,-98.71,0,0,0,0,0,167,0,0,0,False
656787,2020,8,14,2020-08-14,,3,KS,20,0,1.0,0,0,0,0,38.78,-98.67,38.78,-98.67,0,0,0,0,0,167,0,0,0,False
656788,2020,8,14,2020-08-14,,3,KS,20,0,1.5,0,0,0,0,38.78,-99.62,38.78,-99.62,0,0,0,0,0,195,0,0,0,False
656789,2020,8,14,2020-08-14,,3,KS,20,0,1.25,0,0,0,0,38.62,-98.65,38.62,-98.65,0,0,0,0,0,9,0,0,0,False
656793,2020,8,14,2020-08-14,,3,KS,20,0,3.0,0,0,0,0,38.64,-99.74,38.64,-99.74,0,0,0,0,0,135,0,0,0,False
656798,2020,8,14,2020-08-14,,3,KS,20,0,1.75,0,0,0,0,38.64,-100.1,38.64,-100.1,0,0,0,0,0,135,0,0,0,False
656805,2020,8,15,2020-08-15,,3,KS,20,0,1.75,0,0,0,0,37.18,-94.62,37.18,-94.62,0,0,0,0,0,21,0,0,0,False
656807,2020,8,15,2020-08-15,,3,KS,20,0,1.25,0,0,0,0,37.14,-94.73,37.14,-94.73,0,0,0,0,0,21,0,0,0,False
656809,2020,8,15,2020-08-15,,3,TX,48,0,1.75,0,0,0,0,35.35,-101.35,35.35,-101.35,0,0,0,0,0,65,0,0,0,False
656810,2020,8,15,2020-08-15,,3,KS,20,0,1.25,0,0,0,0,37.09,-94.7,37.09,-94.7,0,0,0,0,0,21,0,0,0,False
656811,2020,8,15,2020-08-15,,3,KS,20,0,2.5,0,0,0,0,37.09,-94.72,37.09,-94.72,0,0,0,0,0,21,0,0,0,False
656813,2020,8,15,2020-08-15,,3,KS,20,0,1.0,0,0,0,0,37.07,-94.64,37.07,-94.64,0,0,0,0,0,21,0,0,0,False
656819,2020,8,15,2020-08-15,,3,KS,20,0,2.5,0,0,15000,0,37.14,-94.89,37.14,-94.89,0,0,0,0,0,21,0,0,0,False
656820,2020,8,15,2020-08-15,,3,KS,20,0,1.75,0,0,0,0,37.12,-94.83,37.12,-94.83,0,0,0,0,0,21,0,0,0,False
656821,2020,8,15,2020-08-15,,3,KS,20,0,1.0,0,0,0,0,37.03,-94.83,37.03,-94.83,0,0,0,0,0,21,0,0,0,False
656822,2020,8,15,2020-08-15,,3,KS,20,0,1.75,0,0,0,0,37.09,-94.76,37.09,-94.76,0,0,0,0,0,21,0,0,0,False
656825,2020,8,15,2020-08-15,,3,OK,40,0,1.25,0,0,10000,0,36.95,-94.8162,36.95,-94.8162,0,0,0,0,0,115,0,0,0,False
656837,2020,8,15,2020-08-15,,3,OK,40,0,1.0,0,0,0,0,36.65,-95.15,36.65,-95.15,0,0,0,0,0,35,0,0,0,False
656839,2020,8,15,2020-08-15,,3,OK,40,0,1.75,0,0,25000,0,36.6705,-95.1755,36.6705,-95.1755,0,0,0,0,0,35,0,0,0,False
656840,2020,8,15,2020-08-15,,3,OK,40,0,2.75,0,0,25000,0,36.7012,-95.2138,36.7012,-95.2138,0,0,0,0,0,35,0,0,0,False
656843,2020,8,15,2020-08-15,,3,CO,8,0,1.0,0,0,0,0,39.3457,-102.9111,39.3457,-102.9111,0,0,0,0,0,63,0,0,0,False
656845,2020,8,15,2020-08-15,,3,OK,40,0,1.0,0,0,0,0,36.6554,-95.8635,36.6554,-95.8635,0,0,0,0,0,147,0,0,0,False
656847,2020,8,15,2020-08-15,,3,OK,40,0,1.0,0,0,0,0,36.6,-95.9259,36.6,-95.9259,0,0,0,0,0,147,0,0,0,False
656851,2020,8,16,2020-08-16,,3,TX,48,0,1.75,0,0,0,0,35.23,-100.6,35.23,-100.6,0,0,0,0,0,179,0,0,0,False
656852,2020,8,16,2020-08-16,,3,OK,40,0,1.0,0,0,0,0,34.9,-97.53,34.9,-97.53,0,0,0,0,0,87,0,0,0,False
656853,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,40.63,-100.86,40.63,-100.86,0,0,0,0,0,85,0,0,0,False
656854,2020,8,16,2020-08-16,,3,NE,31,0,1.25,0,0,0,0,40.37,-101.44,40.37,-101.44,0,0,0,0,0,29,0,0,0,False
656855,2020,8,16,2020-08-16,,3,CO,8,0,1.5,0,0,0,0,39.7009,-102.4065,39.7264,-102.4449,0,0,0,0,0,125,0,0,0,False
656856,2020,8,16,2020-08-16,,3,NE,31,0,1.0,0,0,0,0,40.3209,-101.4703,40.3209,-101.4703,0,0,0,0,0,57,0,0,0,False
656857,2020,8,16,2020-08-16,,3,NE,31,0,1.0,0,0,0,0,40.5,-101.02,40.5,-101.02,0,0,0,0,0,85,0,0,0,False
656858,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,40.2954,-101.4566,40.2954,-101.4566,0,0,0,0,0,57,0,0,0,False
656859,2020,8,16,2020-08-16,,3,NE,31,0,1.0,0,0,0,0,41.47,-96.82,41.47,-96.82,0,0,0,0,0,53,0,0,0,False
656860,2020,8,16,2020-08-16,,3,OK,40,0,1.0,0,0,0,0,34.81,-97.26,34.81,-97.26,0,0,0,0,0,49,0,0,0,False
656861,2020,8,16,2020-08-16,,3,NE,31,0,1.0,0,0,0,0,41.71,-96.79,41.71,-96.79,0,0,0,0,0,53,0,0,0,False
656862,2020,8,16,2020-08-16,,3,NE,31,0,2.5,0,0,0,0,40.3206,-101.4705,40.3206,-101.4705,0,0,0,0,0,57,0,0,0,False
656864,2020,8,16,2020-08-16,,3,CO,8,0,1.5,0,0,0,0,39.6718,-102.4915,39.6718,-102.4915,0,0,0,0,0,125,0,0,0,False
656865,2020,8,16,2020-08-16,,3,NE,31,0,1.5,0,0,0,0,40.48,-100.91,40.48,-100.91,0,0,0,0,0,85,0,0,0,False
656867,2020,8,16,2020-08-16,,3,TX,48,0,1.0,0,0,0,0,33.3001,-95.2462,33.3001,-95.2462,0,0,0,0,0,159,0,0,0,False
656868,2020,8,16,2020-08-16,,3,OK,40,0,1.0,0,0,0,0,34.63,-97.21,34.63,-97.21,0,0,0,0,0,49,0,0,0,False
656869,2020,8,16,2020-08-16,,3,NE,31,0,2.5,0,0,0,0,40.66,-100.44,40.66,-100.44,0,0,0,0,0,63,0,0,0,False
656870,2020,8,16,2020-08-16,,3,OK,40,0,1.0,0,0,0,0,34.62,-97.16,34.62,-97.16,0,0,0,0,0,99,0,0,0,False
656871,2020,8,16,2020-08-16,,3,CO,8,0,2.0,0,0,20000,0,39.6185,-102.5918,39.6185,-102.5918,0,0,0,0,0,125,0,0,0,False
656873,2020,8,16,2020-08-16,,3,CO,8,0,1.5,0,0,0,0,39.6145,-102.5802,39.6145,-102.5802,0,0,0,0,0,125,0,0,0,False
656874,2020,8,16,2020-08-16,,3,OK,40,0,1.0,0,0,0,0,34.3,-97.14,34.3,-97.14,0,0,0,0,0,19,0,0,0,False
656875,2020,8,16,2020-08-16,,3,OK,40,0,1.75,0,0,0,0,34.17,-97.14,34.17,-97.14,0,0,0,0,0,19,0,0,0,False
656876,2020,8,16,2020-08-16,,3,CO,8,0,1.75,0,0,0,0,39.5264,-102.5952,39.5264,-102.5952,0,0,0,0,0,63,0,0,0,False
656877,2020,8,16,2020-08-16,,3,NE,31,0,1.0,0,0,0,0,40.0561,-101.0985,40.0561,-101.0985,0,0,0,0,0,87,0,0,0,False
656878,2020,8,16,2020-08-16,,3,NE,31,0,2.5,0,0,0,0,41.29,-96.62,41.29,-96.62,0,0,0,0,0,155,0,0,0,False
656879,2020,8,16,2020-08-16,,3,NE,31,0,2.0,0,0,0,0,41.3,-96.64,41.3,-96.64,0,0,0,0,0,155,0,0,0,False
656880,2020,8,16,2020-08-16,,3,CO,8,0,1.0,0,0,0,0,39.4843,-102.5942,39.4843,-102.5942,0,0,0,0,0,63,0,0,0,False
656881,2020,8,16,2020-08-16,,3,OK,40,0,2.0,0,0,0,0,34.28,-97.18,34.28,-97.18,0,0,0,0,0,19,0,0,0,False
656883,2020,8,16,2020-08-16,,3,OK,40,0,1.0,0,0,0,0,34.0,-96.72,34.0,-96.72,0,0,0,0,0,95,0,0,0,False
656885,2020,8,16,2020-08-16,,3,NE,31,0,2.5,0,0,0,0,40.0505,-101.5188,40.0505,-101.5188,0,0,0,0,0,57,0,0,0,False
656886,2020,8,16,2020-08-16,,3,OK,40,0,1.0,0,0,0,0,34.16,-97.43,34.16,-97.43,0,0,0,0,0,19,0,0,0,False
656887,2020,8,16,2020-08-16,,3,NE,31,0,1.0,0,0,0,0,40.2504,-100.3027,40.2504,-100.3027,0,0,0,0,0,145,0,0,0,False
656889,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,40.2143,-100.353,40.2143,-100.353,0,0,0,0,0,145,0,0,0,False
656890,2020,8,16,2020-08-16,,3,NE,31,0,1.0,0,0,0,0,40.2506,-100.6005,40.2506,-100.6005,0,0,0,0,0,145,0,0,0,False
656891,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,41.22,-96.66,41.22,-96.66,0,0,0,0,0,155,0,0,0,False
656893,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,40.16,-99.67,40.16,-99.67,0,0,0,0,0,65,0,0,0,False
656894,2020,8,16,2020-08-16,,3,NE,31,0,2.5,0,0,0,0,40.0502,-101.4551,40.0502,-101.4551,0,0,0,0,0,57,0,0,0,False
656895,2020,8,16,2020-08-16,,3,CO,8,0,1.75,0,0,0,0,39.3056,-102.5984,39.3056,-102.5984,0,0,0,0,0,63,0,0,0,False
656896,2020,8,16,2020-08-16,,3,NE,31,0,1.5,0,0,0,0,41.43,-97.17,41.43,-97.17,0,0,0,0,0,37,0,0,0,False
656897,2020,8,16,2020-08-16,,3,TX,48,0,1.0,0,0,0,0,33.4555,-96.38,33.4555,-96.38,0,0,0,0,0,181,0,0,0,False
656898,2020,8,16,2020-08-16,,3,TX,48,0,1.0,0,0,0,0,34.5066,-100.43,34.5066,-100.43,0,0,0,0,0,191,0,0,0,False
656899,2020,8,16,2020-08-16,,3,OK,40,0,1.0,0,0,0,0,33.912,-97.1538,33.912,-97.1538,0,0,0,0,0,85,0,0,0,False
656900,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,40.13,-99.45,40.0578,-99.215,0,0,0,0,0,83,0,0,0,False
656901,2020,8,16,2020-08-16,,3,NE,31,0,1.0,0,0,0,0,41.26,-97.13,41.26,-97.13,0,0,0,0,0,23,0,0,0,False
656902,2020,8,16,2020-08-16,,3,KS,20,0,1.0,0,0,0,0,39.801,-101.4623,39.801,-101.4623,0,0,0,0,0,23,0,0,0,False
656903,2020,8,16,2020-08-16,,3,TX,48,0,1.5,0,0,0,0,33.36,-96.45,33.36,-96.45,0,0,0,0,0,85,0,0,0,False
656904,2020,8,16,2020-08-16,,3,TX,48,0,1.25,0,0,0,0,33.36,-96.46,33.36,-96.46,0,0,0,0,0,85,0,0,0,False
656905,2020,8,16,2020-08-16,,3,TX,48,0,1.0,0,0,0,0,33.81,-97.01,33.81,-97.01,0,0,0,0,0,97,0,0,0,False
656906,2020,8,16,2020-08-16,,3,NE,31,0,1.0,0,0,0,0,41.21,-97.12,41.21,-97.12,0,0,0,0,0,23,0,0,0,False
656907,2020,8,16,2020-08-16,,3,NE,31,0,1.5,0,0,0,0,41.37,-97.98,41.37,-97.98,0,0,0,0,0,125,0,0,0,False
656908,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,40.8033,-99.2846,40.8033,-99.2846,0,0,0,0,0,19,0,0,0,False
656909,2020,8,16,2020-08-16,,3,TX,48,0,1.5,0,0,0,0,33.45,-96.74,33.45,-96.74,0,0,0,0,0,181,0,0,0,False
656913,2020,8,16,2020-08-16,,3,KS,20,0,1.0,0,0,250,0,39.8444,-101.5248,39.8444,-101.5248,0,0,0,0,0,23,0,0,0,False
656914,2020,8,16,2020-08-16,,3,NE,31,0,1.5,0,0,0,0,41.0,-98.39,40.97,-98.32,0,0,0,0,0,79,0,0,0,False
656915,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,40.0595,-99.1768,40.0595,-99.1768,0,0,0,0,0,61,0,0,0,False
656916,2020,8,16,2020-08-16,,3,KS,20,0,1.0,0,0,0,0,39.7604,-101.7102,39.7604,-101.7102,0,0,0,0,0,23,0,0,0,False
656917,2020,8,16,2020-08-16,,3,NE,31,0,3.0,0,0,125000,1000000,41.01,-98.18,41.01,-98.18,0,0,0,0,0,121,0,0,0,False
656918,2020,8,16,2020-08-16,,3,CO,8,0,1.25,0,0,0,0,40.3967,-102.0628,40.3967,-102.0628,0,0,0,0,0,125,0,0,0,False
656919,2020,8,16,2020-08-16,,3,TX,48,0,1.25,0,0,0,0,33.0,-95.94,33.0,-95.94,0,0,0,0,0,231,0,0,0,False
656923,2020,8,16,2020-08-16,,3,CO,8,0,1.0,0,0,0,0,40.3531,-102.0778,40.3531,-102.0778,0,0,0,0,0,125,0,0,0,False
656924,2020,8,16,2020-08-16,,3,NE,31,0,3.0,0,0,25000,1000000,40.96,-98.06,40.96,-98.06,0,0,0,0,0,81,0,0,0,False
656925,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,40.96,-98.13,40.96,-98.13,0,0,0,0,0,81,0,0,0,False
656926,2020,8,16,2020-08-16,,3,NE,31,0,1.25,0,0,0,0,41.1345,-98.0,41.12,-98.0,0,0,0,0,0,121,0,0,0,False
656929,2020,8,16,2020-08-16,,3,TX,48,0,1.75,0,0,50000,0,33.45,-96.61,33.45,-96.61,0,0,0,0,0,181,0,0,0,False
656930,2020,8,16,2020-08-16,,3,NE,31,0,2.0,0,0,25000,1000000,41.0,-98.0,40.9779,-97.9291,0,0,0,0,0,81,0,0,0,False
656935,2020,8,16,2020-08-16,,3,NE,31,0,1.75,0,0,0,0,40.9424,-97.9,40.9424,-97.9,0,0,0,0,0,81,0,0,0,False
656938,2020,8,16,2020-08-16,,3,TX,48,0,1.0,0,0,0,0,33.01,-96.8,33.01,-96.8,0,0,0,0,0,85,0,0,0,False
656939,2020,8,16,2020-08-16,,3,NE,31,0,1.25,0,0,0,0,40.9467,-98.3647,40.8911,-98.35,0,0,0,0,0,79,0,0,0,False
656940,2020,8,16,2020-08-16,,3,KS,20,0,1.0,0,0,0,0,39.7531,-98.586,39.7531,-98.586,0,0,0,0,0,183,0,0,0,False
656941,2020,8,16,2020-08-16,,3,KS,20,0,1.0,0,0,0,0,39.9068,-98.43,39.9068,-98.43,0,0,0,0,0,89,0,0,0,False
656943,2020,8,16,2020-08-16,,3,TX,48,0,1.0,0,0,0,0,33.67,-96.24,33.67,-96.24,0,0,0,0,0,147,0,0,0,False
